timestamp,zone_name,import_price_uah_kwh,load_kwh,pv_generation_kwh,pv_to_load_kwh,pv_to_battery_kwh,battery_to_load_kwh,grid_to_load_kwh,grid_to_battery_kwh,grid_import_kwh,grid_export_kwh,soc_pct,import_cost_uah,export_revenue_uah,net_cost_uah,temperature_c,insolation_kw_m2
2025-06-08 09:00:00,peak,9.0,36.902,34.28809799999999,34.28809799999999,0.0,0.0,2.61390200000001,0.0,2.61390200000001,0.0,20.0,23.52511800000009,0.0,23.52511800000009,19.02,0.611
2025-06-08 10:00:00,peak,9.0,38.243,46.57794,38.243,8.334939999999996,0.0,0.0,0.0,0.0,0.0,35.33628959999999,0.0,0.0,0.0,24.21,0.83
2025-06-08 11:00:00,half_peak,6.9,35.999,45.848406,35.999,9.849405999999995,0.0,0.0,0.0,0.0,0.0,53.45778318841599,0.0,0.0,0.0,19.87,0.817
2025-06-08 12:00:00,half_peak,6.9,35.743,38.216358,35.743,2.4733579999999975,0.0,0.0,0.0,0.0,0.0,58.00662359708845,0.0,0.0,0.0,24.49,0.681
2025-06-08 13:00:00,half_peak,6.9,32.483,27.666173999999994,27.666173999999994,0.0,0.0,4.8168260000000025,0.0,4.8168260000000025,0.0,58.00430333214456,33.23609940000002,0.0,33.23609940000002,22.56,0.493
2025-06-08 14:00:00,half_peak,6.9,33.996,47.195238,33.996,13.199238000000001,0.0,0.0,0.0,0.0,0.0,82.28858108001127,0.0,0.0,0.0,23.87,0.841
2025-06-08 15:00:00,half_peak,6.9,37.31,41.078376,37.31,3.7683759999999964,0.0,0.0,0.0,0.0,0.0,89.21910137676805,0.0,0.0,0.0,24.33,0.732
2025-06-08 16:00:00,half_peak,6.9,38.6,28.395708,28.395708,0.0,10.204292000000002,0.0,0.0,0.0,0.0,67.0322891344521,0.0,0.0,0.0,21.29,0.506
2025-06-08 17:00:00,peak,9.0,37.96,11.111364,11.111364,0.0,21.63361960772789,5.2150163922721084,0.0,5.2150163922721084,0.0,20.0,46.93514753044897,0.0,46.93514753044897,16.39,0.198
2025-06-08 18:00:00,peak,9.0,39.075,0.0,0.0,0.0,0.0,39.075,0.0,39.075,0.0,20.0,351.675,0.0,351.675,19.93,0.0
2025-06-08 19:00:00,peak,9.0,35.041,0.0,0.0,0.0,0.0,35.041,0.0,35.041,0.0,20.0,315.36899999999997,0.0,315.36899999999997,21.34,0.0
2025-06-08 20:00:00,peak,9.0,32.192,0.0,0.0,0.0,0.0,32.192,0.0,32.192,0.0,20.0,289.728,0.0,289.728,21.58,0.0
2025-06-08 21:00:00,peak,9.0,34.818,0.0,0.0,0.0,0.0,34.818,0.0,34.818,0.0,20.0,313.36199999999997,0.0,313.36199999999997,22.41,0.0
2025-06-08 22:00:00,half_peak,6.9,30.0,0.0,0.0,0.0,0.0,30.0,0.0,30.0,0.0,20.0,207.0,0.0,207.0,18.95,0.0
2025-06-08 23:00:00,night,5.6,30.0,0.0,0.0,0.0,0.0,30.0,25.0,55.0,0.0,66.0,308.0,0.0,308.0,14.88,0.0
